クリックポスト（薄手1点のみ）|||Click Post (single thin item only)|||Click Post（仅限薄款1件）
1点だけ|||just one item|||仅1件
ご購入の場合は、|||If you purchase|||购买时，
ゆうパケットポスト|||Yu-Packet Post|||Yu-Packet Post
薄手の商品（商品ページの配送方法が「ゆうパケットポスト」の商品）を|||A thin item (one whose shipping method on the product page is "Yu-Packet Post")|||薄款商品（商品页面配送方式为「Yu-Packet Post」的商品）
のクリックポストでお届けします。ポスト投函・追跡番号付きです。|||is delivered by Click Post. Dropped in your mailbox, with a tracking number.|||将通过 Click Post 配送。投递至信箱，附追踪号码。
全国一律280円（税込・沖縄含む）|||¥280 flat nationwide (tax incl., Okinawa included)|||全国统一280日元（含税・含冲绳）
サイズの目安|||Size guide|||尺寸参考
点数に応じて最も送料が安くなる箱の組み合わせを自動で選びます。厚手＝トレーナー・アウター等、薄手＝Tシャツ・シャツ等（配送方法が「ゆうパケットポスト」の商品）が目安です。|||We automatically pick the box combination with the lowest shipping for your item count. Thick = sweatshirts, outerwear, etc.; thin = T-shirts, shirts, etc. (items whose shipping method is "Yu-Packet Post").|||系统会根据件数自动选择运费最低的箱型组合。厚款＝卫衣・外套等，薄款＝T恤・衬衫等（配送方式为「Yu-Packet Post」的商品）。
：厚手1点（薄手なら2点）|||: 1 thick item (or 2 thin)|||：厚款1件（薄款则2件）
：厚手2点（薄手なら4点）|||: 2 thick items (or 4 thin)|||：厚款2件（薄款则4件）
：厚手5点（薄手なら10点）|||: 5 thick items (or 10 thin)|||：厚款5件（薄款则10件）
：厚手10点（薄手なら20点）|||: 10 thick items (or 20 thin)|||：厚款10件（薄款则20件）
：厚手20点（薄手なら40点）|||: 20 thick items (or 40 thin)|||：厚款20件（薄款则40件）
上記を超える場合は複数口でのお届けとなります（最も安い組み合わせを自動計算）|||Larger orders ship in multiple parcels (we calculate the cheapest combination automatically)|||超过上述数量将分多件配送（系统自动计算最便宜的组合）
配送について|||About delivery|||关于配送
上記送料は全て|||All shipping fees above are|||以上运费均为
全て|||All|||全部
会員割引は商品代のみに適用されます（|||The member discount applies to item prices only (|||会员折扣仅适用于商品金额（
送料は割引対象外|||shipping is not discounted|||运费不参与折扣
発送はお支払い確認後|||We ship after payment is confirmed|||确认付款后发货
配送業者：佐川急便・ヤマト運輸・郵便局のいずれか（指定不可）|||Carrier: Sagawa, Yamato, or Japan Post (cannot be specified)|||配送公司：佐川急便・大和运输・邮局其中之一（不可指定）
日時指定不可|||Delivery date and time cannot be specified|||不可指定配送日期时间
離島への配送は対象外です|||We do not deliver to remote islands|||不配送至离岛
お客様ご負担の決済手数料|||Payment fees paid by the customer|||由客户承担的支付手续费
：220円（税込）の決済手数料がかかります|||: A ¥220 (tax incl.) payment fee applies|||：需支付220日元（含税）手续费
はお客様のご負担となります（金額は金融機関により異なります）|||is paid by the customer (the amount depends on your bank)|||由客户承担（金额因金融机构而异）
：振込手数料はお客様のご負担となります（金額は金融機関により異なります）|||: The transfer fee is paid by the customer (the amount depends on your bank)|||：转账手续费由客户承担（金额因金融机构而异）
：手数料はかかりません（コンビニ/銀行振込払いの場合は356円(税込)）|||: No fee (¥356 tax incl. if paid at a convenience store or by bank transfer)|||：无手续费（便利店／银行转账付款时为356日元（含税））
クレジットカード・PayPay・Apple Pay：手数料はかかりません|||Credit card, PayPay, Apple Pay: no fee|||信用卡・PayPay・Apple Pay：无手续费
特定商取引法に基づく表記|||Notation based on the Act on Specified Commercial Transactions|||基于特定商业交易法的标示
販売業者|||Seller|||销售商
NKonline Apparel（デタウリ.Detauri）|||NKonline Apparel (Detauri)|||NKonline Apparel（Detauri）
代表：西出克利|||Representative: Katsutoshi Nishide|||代表：西出克利
西出克利|||Katsutoshi Nishide|||西出克利
運営統括責任者|||Operations manager|||运营总负责人
所在地|||Address|||所在地
※土日祝は発送・事務処理休み（メッセージ返信は対応可）|||*No shipping or office work on weekends and holidays (we still reply to messages)|||*周末及节假日不发货、不处理事务（消息回复照常）
販売価格|||Price|||销售价格
各商品ページに表示された価格（税込）|||The price shown on each product page (tax included)|||各商品页面所示价格（含税）
※初回50%OFF適用時・アソートの「価格破壊商品」・沖縄県は¥10,000以上でも送料別途かかります（ダイヤモンド会員は沖縄県も無料）|||*During the first-order 50% OFF, for Assort "clearance items", and for Okinawa, shipping is charged separately even above ¥10,000 (Diamond members ship free to Okinawa too)|||*首单5折期间、混装批发的「破价商品」及冲绳县，即使满¥10,000仍需另付运费（钻石会员寄送冲绳县亦免费）
をご確認ください。|||for details.|||。
商品合計¥10,000以上で送料無料。|||Free shipping on item totals of ¥10,000 or more.|||商品合计满¥10,000免运费。
地域・サイズにより異なります。|||Varies by region and size.|||因地区与尺寸而异。
詳細は|||See|||详情请查看
支払方法|||Payment methods|||支付方式
クレジットカード（Visa/Mastercard/JCB/AMEX/Diners/Discover）、コンビニ決済、銀行振込、PayPay、ペイジー、Apple Pay、Paidy（あと払い）|||Credit card (Visa/Mastercard/JCB/AMEX/Diners/Discover), convenience store, bank transfer, PayPay, Pay-easy, Apple Pay, Paidy (pay later)|||信用卡（Visa/Mastercard/JCB/AMEX/Diners/Discover）、便利店支付、银行转账、PayPay、Pay-easy、Apple Pay、Paidy（后付款）
支払時期|||Payment timing|||付款时间
クレジットカード・PayPay・Apple Pay：ご注文時に決済|||Credit card, PayPay, Apple Pay: charged when you order|||信用卡・PayPay・Apple Pay：下单时支付
コンビニ決済：|||Convenience store payment:|||便利店支付：
コンビニ決済：ご注文後3日以内にお支払い|||Convenience store payment: due within 3 days of ordering|||便利店支付：下单后3天内付款
銀行振込・ペイジー：|||Bank transfer / Pay-easy:|||银行转账・Pay-easy：
銀行振込・ペイジー：ご注文後3日以内にお振込み|||Bank transfer / Pay-easy: due within 3 days of ordering|||银行转账・Pay-easy：下单后3天内汇款
Paidy（あと払い）：翌月10日までにお支払い|||Paidy (pay later): due by the 10th of the following month|||Paidy（后付款）：次月10日前付款
お客様負担の手数料|||Fees paid by the customer|||由客户承担的手续费
の決済手数料がかかります（お客様負担）|||payment fee applies (paid by the customer)|||的支付手续费（由客户承担）
Paidy（あと払い）：手数料はかかりません（コンビニ/銀行振込払いの場合は356円(税込)）|||Paidy (pay later): no fee (¥356 tax incl. if paid at a convenience store or by bank transfer)|||Paidy（后付款）：无手续费（便利店／银行转账付款时为356日元（含税））
※クレジットカード・PayPay・Apple Pay：手数料はかかりません|||*Credit card, PayPay, Apple Pay: no fee|||*信用卡・PayPay・Apple Pay：无手续费
商品引渡し時期|||Delivery timing|||商品交付时间
ご入金確認後、3〜5営業日（土日祝休み）以内に発送|||Shipped within 3-5 business days of payment confirmation (closed weekends and holidays)|||确认收款后，于3〜5个工作日（周末及节假日休息）内发货
注文のキャンセル|||Order cancellation|||订单取消
発送準備前のご注文に限り、キャンセルを承ります。|||Cancellation is accepted only before we begin preparing your shipment.|||仅接受发货准备开始前的订单取消。
発送準備開始後のキャンセルはお受けできませんので、あらかじめご了承ください。|||We cannot cancel once shipment preparation has begun. Thank you for your understanding.|||发货准备开始后无法取消，敬请谅解。
※キャンセルご希望の場合は、お早めにメールまたはお電話にてご連絡ください。|||*To cancel, please contact us by email or phone as soon as possible.|||*如需取消，请尽早通过邮件或电话联系我们。
商品説明と著しく異なる場合は返品・返金対応いたします。|||We accept returns and refunds if an item differs significantly from its description.|||若商品与说明存在显著差异，我们将受理退货退款。
安心保証：|||Buyer protection:|||安心保障：
【お客様都合の場合】|||[For reasons on the customer's side]|||【客户个人原因】
中古衣類という商品の性質上、お客様都合による返品・交換は原則としてお受けしておりません。|||Because these are used garments, we do not as a rule accept returns or exchanges for reasons on the customer's side.|||由于二手服装的商品性质，原则上不接受因客户个人原因的退换货。
【当方に起因する場合】|||[For reasons on our side]|||【本店原因】
にメールまたはお電話にてご連絡ください。状況を確認のうえ、返品・交換または返金にて対応いたします。|||by email or phone. After reviewing the situation we will arrange a return, exchange, or refund.|||通过邮件或电话联系我们。我们将在确认情况后，以退货、换货或退款方式处理。
商品内容が記載事項と大きく異なる場合、または配送中の破損・汚損があった場合は、商品到着後|||If an item differs significantly from its description, or was damaged or soiled in transit, contact us|||若商品内容与说明存在重大差异，或在运输中破损・污损，请在收到商品后
※7日を過ぎた場合は対応いたしかねますのでご了承ください。|||*We cannot help after 7 days. Thank you for your understanding.|||*超过7天将无法受理，敬请谅解。
※採寸データ・状態ランク・傷汚れ詳細を事前にご確認のうえ、ご購入ください。|||*Please review the measurements, condition rank, and damage details before buying.|||*请在购买前确认尺寸数据、状态等级及瑕疵详情。
返金について|||About refunds|||关于退款
当方の都合による返金の場合、ご利用の決済方法に応じて返金処理を行います。|||When a refund is due to us, we process it according to the payment method you used.|||若因本店原因退款，我们将根据您使用的支付方式处理退款。
クレジットカード・Apple Pay：カード会社経由での返金|||Credit card / Apple Pay: refunded via the card issuer|||信用卡・Apple Pay：通过发卡公司退款
コンビニ決済・銀行振込・ペイジー：ご指定の銀行口座へ返金|||Convenience store / bank transfer / Pay-easy: refunded to the bank account you specify|||便利店支付・银行转账・Pay-easy：退款至您指定的银行账户
PayPay：PayPay残高への返金|||PayPay: refunded to your PayPay balance|||PayPay：退款至 PayPay 余额
Paidy：Paidy経由での返金|||Paidy: refunded via Paidy|||Paidy：通过 Paidy 退款
※返金処理には決済方法により1〜4週間程度かかる場合があります。|||*Refunds can take 1-4 weeks depending on the payment method.|||*退款处理因支付方式不同可能需要1〜4周。
古物商許可|||Secondhand dealer licence|||旧货商许可
大阪府公安委員会 第62228R076481号|||Osaka Prefectural Public Safety Commission No. 62228R076481|||大阪府公安委员会 第62228R076481号
インボイス登録番号|||Invoice registration number|||发票登记号
NKonline Apparel / デタウリ.Detauri|||NKonline Apparel / Detauri|||NKonline Apparel / Detauri
プライバシーポリシー|||Privacy policy|||隐私政策
運営会社：|||Operated by:|||运营公司：
アパレル|||Apparel|||服装
副業支援（アパレル物販）・生成AIを活用したシステム開発|||Side-business support (apparel resale) and system development using generative AI|||副业支援（服装电商）・运用生成式AI的系统开发
個人情報の取り扱いについて|||How we handle personal information|||关于个人信息的处理
デタウリ.Detauri（以下「当サービス」）は、お客様の個人情報の保護に細心の注意を払い、以下の方針に基づき適切に取り扱います。|||Detauri ("the Service") takes the utmost care in protecting your personal information and handles it appropriately under the policy below.|||Detauri（以下称「本服务」）高度重视保护客户个人信息，并依据以下方针妥善处理。
1. 収集する情報|||1. Information we collect|||1. 收集的信息
当サービスでは、ご注文・会員登録・お問い合わせの際に以下の情報を収集します。|||We collect the following when you order, register, or contact us.|||本服务在您下单、注册会员或咨询时收集以下信息。
氏名・会社名|||Name / company name|||姓名・公司名
郵便番号・住所|||Postal code / address|||邮政编码・地址
ご注文内容|||Order details|||订单内容
ご注文内容・決済情報（決済処理はKOMOJU社が行います）|||Order details and payment information (payment is processed by KOMOJU)|||订单内容・支付信息（支付由 KOMOJU 公司处理）
2. 利用目的|||2. Purposes of use|||2. 使用目的
ご注文の処理・商品の発送|||Processing orders and shipping items|||处理订单・商品发货
お問い合わせへの回答|||Responding to enquiries|||回复咨询
サービス改善・新商品のご案内（メルマガ登録者のみ）|||Improving the service and announcing new products (newsletter subscribers only)|||改进服务・新品通知（仅限电子报订阅者）
不正利用の防止|||Preventing fraudulent use|||防止不正当使用
3. 第三者への提供|||3. Disclosure to third parties|||3. 向第三方提供
お客様の個人情報は、以下の場合を除き第三者に提供いたしません。|||We do not disclose your personal information to third parties except in the following cases.|||除以下情形外，我们不会向第三方提供您的个人信息。
商品配送のために配送業者に必要な情報を提供する場合|||Providing the carrier with the information needed to deliver your order|||为配送商品而向配送公司提供必要信息时
決済処理のためにKOMOJU社に必要な情報を提供する場合|||Providing KOMOJU with the information needed to process payment|||为处理支付而向 KOMOJU 公司提供必要信息时
法令に基づく場合|||Where required by law|||依据法令要求时
4. 個人情報の管理|||4. Managing personal information|||4. 个人信息的管理
お客様の個人情報は、不正アクセス・紛失・破壊・改ざん・漏洩等を防止するため、適切なセキュリティ対策を講じて管理いたします。|||We manage your personal information with appropriate security measures to prevent unauthorised access, loss, destruction, alteration, and leakage.|||我们采取适当的安全措施管理您的个人信息，以防止未经授权的访问、丢失、破坏、篡改及泄露。
お客様の個人情報は、利用目的の達成に必要な期間保持いたします。会員登録情報は退会のお申し出があるまで、注文に関する情報は法令（税法等）で定められた保存期間が経過するまで保持いたします。保持期間経過後は、速やかに削除または匿名化いたします。|||We retain your personal information for as long as needed to fulfil the stated purposes. Membership records are kept until you ask to close your account; order records are kept until the retention period required by law (tax law, etc.) has passed. After that we promptly delete or anonymise them.|||我们将在实现使用目的所需的期间内保存您的个人信息。会员注册信息保存至您提出退会申请为止，订单相关信息保存至法令（税法等）规定的保存期限届满为止。保存期限届满后将立即删除或匿名化。
5. AIツールの利用について|||5. About our use of AI tools|||5. 关于AI工具的使用
当サービスでは、お客様対応やコンテンツ作成の効率化のため、外部のAIサービス（OpenAI社）を以下の範囲で利用しています。|||We use an external AI service (OpenAI) to the extent described below, to make customer support and content creation more efficient.|||为提高客户服务与内容创作效率，本服务在以下范围内使用外部AI服务（OpenAI公司）。
AIチャットボット：|||AI chatbot:|||AI 聊天机器人：
お客様がチャット内に個人情報を入力された場合、その内容がOpenAI社に送信されます。|||If you type personal information into the chat, that content is sent to OpenAI.|||若您在聊天中输入个人信息，该内容将被发送至 OpenAI 公司。
チャット欄には個人情報を入力しないでください。|||please do not enter personal information in the chat box.|||请勿在聊天栏中输入个人信息。
コンテンツ生成：|||Content generation:|||内容生成：
ニュースレターや記事の作成補助にAIを活用していますが、お客様の個人情報はAIサービスに送信しておりません。|||We use AI to help write newsletters and articles, but we do not send your personal information to the AI service.|||我们利用AI辅助撰写电子报与文章，但不会将您的个人信息发送至AI服务。
6. 個人情報の保持期間および退会（アカウント削除）|||6. Retention period and account closure (deletion)|||6. 个人信息的保存期限及退会（账号删除）
7. Cookieおよびローカルストレージ|||7. Cookies and local storage|||7. Cookie 与本地存储
当サービスでは、カート情報の保持・ログイン状態の維持・サービス改善のためにCookieおよびローカルストレージを使用しています。ブラウザの設定により無効化できますが、一部の機能が制限される場合があります。|||We use cookies and local storage to keep your cart, keep you logged in, and improve the service. You can disable them in your browser, but some features may then be limited.|||本服务使用 Cookie 与本地存储来保存购物车信息、维持登录状态并改进服务。您可在浏览器设置中停用，但部分功能可能因此受限。
8. お客様の権利|||8. Your rights|||8. 您的权利
利用目的の通知|||Notification of the purpose of use|||告知使用目的
開示|||Disclosure|||披露
内容の訂正・追加・削除|||Correction, addition, or deletion|||内容的更正・追加・删除
利用の停止・消去|||Suspension of use or erasure|||停止使用・删除
第三者への提供の停止|||Suspension of disclosure to third parties|||停止向第三方提供
上記のご請求は、下記の窓口までご連絡ください。ご本人確認のうえ、合理的な期間内に対応いたします。|||For any of the above, contact the desk below. After verifying your identity we will respond within a reasonable period.|||上述请求请联系下方窗口。我们将在确认本人身份后，于合理期间内予以处理。
デタウリ.Detauri（個人情報に関するお問い合わせ窓口）|||Detauri (personal information enquiries desk)|||Detauri（个人信息咨询窗口）
9. 改定|||9. Revisions|||9. 修订
本ポリシーは、法令の変更やサービス内容の変更に伴い、予告なく改定する場合があります。改定後のポリシーは当サービス上に掲載した時点で効力を生じます。|||We may revise this policy without notice when laws or our services change. A revised policy takes effect when posted on the Service.|||本政策可能因法令变更或服务内容变更而不经预告进行修订。修订后的政策自在本服务上公布之时起生效。
